id,transaction_id,account_id,amount,date,description,category,merchant_name,merchant_typ,user_modified,user_modified_fields,date_temp
1,txn_pa06eli6c670117jpa000,acc_p9omm6a6b0lo22s7um000,-200.0,2025-02-12,"AUTOMATIC PAYMENT - THANK YOU",Unknown,Unknown,Unknown,,,
2,txn_p9q8thsjq9aferpfv4000,acc_p9omm6a6b0lo22s7um000,-200.0,2025-01-12,"AUTOMATIC PAYMENT - THANK YOU",Unknown,Unknown,Unknown,,,
3,txn_p9q8thska9aferpfv4000,acc_p9omm6a6b0lo22s7um000,-200.0,2024-12-12,"AUTOMATIC PAYMENT - THANK YOU",Unknown,Unknown,Unknown,,,
4,txn_p9q8thska9aferpfv4001,acc_p9omm6a6b0lo22s7um000,-200.0,2024-11-12,"AUTOMATIC PAYMENT - THANK YOU",Unknown,Unknown,Unknown,,,
5,txn_p9q8thska9aferpfv4002,acc_p9omm6a6b0lo22s7um000,-200.0,2024-10-11,"AUTOMATIC PAYMENT - THANK YOU",Unknown,Unknown,Unknown,,,
6,txn_par4lhm25hns6oghg8000,acc_p9omm6a8b0lo22s7um000,250.0,2025-03-07,"FRESENIUS MEDICA DIR DEP 250307 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
7,txn_pal0r7521lgi7fn0ts000,acc_p9omm6a8b0lo22s7um000,-200.0,2025-03-03,"ZELLE TO JACQUES ELIZABETH ON 03/01 REF #RP0YKYZS8Q",Unknown,Unknown,Unknown,,,
8,txn_paks2htjidf2cp1kj2000,acc_p9omm6a8b0lo22s7um000,-100.0,2025-03-03,"ZELLE TO CHAFFEE BRAYDEN ON 03/01 REF #RP0YKYXYHT",Unknown,Unknown,Unknown,,,
9,txn_pagndpbn5rou903h7g000,acc_p9omm6a8b0lo22s7um000,-25.0,2025-02-26,"UFB Direct Transfer 250225 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
10,txn_paessa4bcmmp2uvsps000,acc_p9omm6a8b0lo22s7um000,-32.5,2025-02-24,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
11,txn_pa8a904eo20s5ed12i000,acc_p9omm6a8b0lo22s7um000,250.0,2025-02-21,"FRESENIUS MEDICA DIR DEP 250221 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
12,txn_pa79h1jeseg3tvbme4000,acc_p9omm6a8b0lo22s7um000,-150.0,2025-02-18,"ZELLE TO CHAFFEE BRAYDEN ON 02/18 REF #RP0YJTZZLJ",Unknown,Unknown,Unknown,,,
13,txn_pa79h1jeseg3tvbme4001,acc_p9omm6a8b0lo22s7um000,312.0,2025-02-18,"VENMO CASHOUT 250218 1040372931152 BRAYDEN CHAFFEE",service,VENMO,organization,,,
14,txn_pa06em15s670117jpa000,acc_p9omm6a8b0lo22s7um000,-200.0,2025-02-12,"WF Credit Card AUTO PAY 250212 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
15,txn_p9vdmfig2tse3sbj54000,acc_p9omm6a8b0lo22s7um000,-131.64,2025-02-12,"DEPT EDUCATION STUDENT LN 250211 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
16,txn_p9vdmfig2tse3sbj54001,acc_p9omm6a8b0lo22s7um000,-25.0,2025-02-12,"UFB Direct Transfer 250211 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
17,txn_p9tj66efcoqca4q596000,acc_p9omm6a8b0lo22s7um000,20.0,2025-02-11,"ZELLE FROM ELIZABETH JACQUES ON 02/11 REF # COFQFWOO0TEC",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
18,txn_p9spspa9kij0s14o9c000,acc_p9omm6a8b0lo22s7um000,-32.5,2025-02-10,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
19,txn_p9spspa9kij0s14o9c001,acc_p9omm6a8b0lo22s7um000,22.0,2025-02-10,"ZELLE FROM ELIZABETH JACQUES ON 02/10 REF # COF9PU6P4CWF",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
20,txn_p9spspa9kij0s14o9c002,acc_p9omm6a8b0lo22s7um000,75.0,2025-02-10,"VENMO CASHOUT 250209 1040166700810 BRAYDEN CHAFFEE",service,VENMO,organization,,,
21,txn_p9q8tp2fa9aferpfv4000,acc_p9omm6a8b0lo22s7um000,250.0,2025-02-07,"FRESENIUS MEDICA DIR DEP 250207 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
22,txn_p9q8tp2fa9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-500.0,2025-02-05,"ZELLE TO CHAFFEE BRAYDEN ON 02/05 REF #RP0YHM2B45",Unknown,Unknown,Unknown,,,
23,txn_p9q8tp2fa9aferpfv4002,acc_p9omm6a8b0lo22s7um000,60.0,2025-02-05,"ONLINE TRANSFER FROM CHAFFEE B BROKERAGE CASH XXXXXX6893 REF #IB0R74DY56 ON 02/05/25",general,"CHAFFEE B BROKERAGE",organization,,,
24,txn_p9q8tp2fq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,38.0,2025-02-05,"ONLINE TRANSFER FROM CHAFFEE B BROKERAGE CASH XXXXXX4129 REF #IB0R74DSRL ON 02/05/25",general,"CHAFFEE B BROKERAGE",organization,,,
25,txn_p9q8tp2fq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,45.0,2025-02-05,"ROBINHOOD CREDITS XXXXX7254 Elizabeth jacques",investment,ROBINHOOD,organization,,,
26,txn_p9q8tp2fq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-300.0,2025-02-04,"ZELLE TO CHAFFEE BRAYDEN ON 02/04 REF #RP0YHJGJSB",Unknown,Unknown,Unknown,,,
27,txn_p9q8tp2fq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-200.0,2025-02-03,"ZELLE TO CHAFFEE BRAYDEN ON 02/03 REF #RP0YHGCWNG",Unknown,Unknown,Unknown,,,
28,txn_p9q8tp2fq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-25.0,2025-01-29,"UFB Direct Transfer 250128 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
29,txn_p9q8tp2fq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,20.0,2025-01-28,"ZELLE FROM ELIZABETH JACQUES ON 01/28 REF # COF9ELZ9TBVE",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
30,txn_p9q8tp2fq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-32.5,2025-01-27,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
31,txn_p9q8tp2fq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,250.0,2025-01-24,"FRESENIUS MEDICA DIR DEP 250124 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
32,txn_p9q8tp2fq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,150.0,2025-01-21,"ZELLE FROM ELIZABETH JACQUES ON 01/21 REF # COF13Y1IECQX",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
33,txn_p9q8tp2fq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,310.0,2025-01-21,"VENMO CASHOUT 250120 1039754798747 BRAYDEN CHAFFEE",service,VENMO,organization,,,
34,txn_p9q8tp2fq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,40.0,2025-01-21,"ZELLE FROM ELIZABETH JACQUES ON 01/18 REF # COF90PPI9ADB",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
35,txn_p9q8tp2fq9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-1100.0,2025-01-17,"ONLINE TRANSFER TO CHAFFEE D REF #IB0QYRP6GX EVERYDAY CHECKING CELL 2025 CAR EXHAUST PICK UP ASHEVILLE",general,"CHAFFEE D",person,,,
36,txn_p9q8tp2fq9aferpfv400c,acc_p9omm6a8b0lo22s7um000,500.0,2025-01-17,"ZELLE FROM BRAYDEN CHAFFEE ON 01/17 REF # JPM99AV7BWNM",general,"ZELLE FROM BRAYDEN",organization,,,
37,txn_p9q8tp2fq9aferpfv400d,acc_p9omm6a8b0lo22s7um000,500.0,2025-01-17,"ZELLE FROM BRAYDEN CHAFFEE ON 01/17 REF # JPM99AV5CLP5",general,"ZELLE FROM BRAYDEN",organization,,,
38,txn_p9q8tp2fq9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-25.0,2025-01-15,"UFB Direct Transfer 250114 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
39,txn_p9q8tp2fq9aferpfv400f,acc_p9omm6a8b0lo22s7um000,-200.0,2025-01-13,"WF Credit Card AUTO PAY 250112 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
40,txn_p9q8tp2fq9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-131.64,2025-01-13,"DEPT EDUCATION STUDENT LN 250110 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
41,txn_p9q8tp2fq9aferpfv400h,acc_p9omm6a8b0lo22s7um000,-32.5,2025-01-13,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
42,txn_p9q8tp2fq9aferpfv400i,acc_p9omm6a8b0lo22s7um000,250.0,2025-01-10,"FRESENIUS MEDICA DIR DEP 250110 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
43,txn_p9q8tp2ga9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-25.0,2025-01-02,"UFB Direct Transfer 241231 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
44,txn_p9q8tp2ga9aferpfv4001,acc_p9omm6a8b0lo22s7um000,5.0,2025-01-02,"ZELLE FROM ELIZABETH JACQUES ON 01/02 REF # COFPQGAU17HG",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
45,txn_p9q8tp2ga9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-32.5,2024-12-30,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
46,txn_p9q8tp2ga9aferpfv4003,acc_p9omm6a8b0lo22s7um000,50.0,2024-12-30,"ZELLE FROM ELIZABETH JACQUES ON 12/30 REF # COFZQ30JPQO2",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
47,txn_p9q8tp2ga9aferpfv4004,acc_p9omm6a8b0lo22s7um000,250.0,2024-12-27,"FRESENIUS MEDICA DIR DEP 241227 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
48,txn_p9q8tp2ga9aferpfv4005,acc_p9omm6a8b0lo22s7um000,35.0,2024-12-20,"ZELLE FROM ELIZABETH JACQUES ON 12/20 REF # COF4YEYK03PJ",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
49,txn_p9q8tp2ga9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-25.0,2024-12-18,"UFB Direct Transfer 241217 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
50,txn_p9q8tp2ga9aferpfv4007,acc_p9omm6a8b0lo22s7um000,30.0,2024-12-18,"ZELLE FROM ELIZABETH JACQUES ON 12/18 REF # COFYLWOTEQU3",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
51,txn_p9q8tp2ga9aferpfv4008,acc_p9omm6a8b0lo22s7um000,-32.5,2024-12-16,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
52,txn_p9q8tp2ga9aferpfv4009,acc_p9omm6a8b0lo22s7um000,150.0,2024-12-16,"ZELLE FROM ELIZABETH JACQUES ON 12/15 REF # COFWU7YIM1OO",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
53,txn_p9q8tp2ga9aferpfv400a,acc_p9omm6a8b0lo22s7um000,250.0,2024-12-13,"FRESENIUS MEDICA DIR DEP 241213 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
54,txn_p9q8tp2ga9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-200.0,2024-12-12,"WF Credit Card AUTO PAY 241212 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
55,txn_p9q8tp2ga9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-131.64,2024-12-12,"DEPT EDUCATION STUDENT LN 241211 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
56,txn_p9q8tp2ga9aferpfv400d,acc_p9omm6a8b0lo22s7um000,40.0,2024-12-12,"ZELLE FROM ELIZABETH JACQUES ON 12/12 REF # COFZGI6OCAM8",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
57,txn_p9q8tp2ga9aferpfv400e,acc_p9omm6a8b0lo22s7um000,12.0,2024-12-09,"ZELLE FROM ELIZABETH JACQUES ON 12/07 REF # COF6IQGNNKP0",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
58,txn_p9q8tp2gq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,-25.0,2024-12-04,"UFB Direct Transfer 241203 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
59,txn_p9q8tp2gq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-32.5,2024-12-02,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
60,txn_p9q8tp2gq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,50.0,2024-12-02,"ZELLE FROM ELIZABETH JACQUES ON 11/30 REF # COFKKSGYGQ70",general,"ZELLE FROM",organization,,,
61,txn_p9q8tp2gq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,250.0,2024-11-29,"FRESENIUS MEDICA DIR DEP 241129 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
62,txn_p9q8tp2gq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,30.0,2024-11-25,"VENMO CASHOUT 241124 1038469409818 BRAYDEN CHAFFEE",service,VENMO,organization,,,
63,txn_p9q8tp2gq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,23.0,2024-11-25,"ZELLE FROM ELIZABETH JACQUES ON 11/24 REF # COFIJD49HQNL",general,"ZELLE FROM",organization,,,
64,txn_p9q8tp2gq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-25.0,2024-11-20,"UFB Direct Transfer 241119 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
65,txn_p9q8tp2gq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-32.5,2024-11-18,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
66,txn_p9q8tp2ha9aferpfv4000,acc_p9omm6a8b0lo22s7um000,250.0,2024-11-15,"FRESENIUS MEDICA DIR DEP 241115 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
67,txn_p9q8tp2ha9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-131.64,2024-11-13,"DEPT EDUCATION STUDENT LN 241112 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
68,txn_p9q8tp2ha9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-200.0,2024-11-12,"WF Credit Card AUTO PAY 241112 90496436444537 CHAFFEE,BRAYDEN A",Unknown,Unknown,Unknown,,,
69,txn_p9q8tp2ha9aferpfv4003,acc_p9omm6a8b0lo22s7um000,-50.0,2024-11-07,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
70,txn_p9q8tp2ha9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-10.71,2024-11-07,"PURCHASE AUTHORIZED ON 11/05 SHEETZ 0600 0000 MORRISVILLE NC S304311054041163 CARD 6496",dining,SHEETZ,organization,,,
71,txn_p9q8tp2ha9aferpfv4005,acc_p9omm6a8b0lo22s7um000,60.0,2024-11-07,"ROBINHOOD CREDITS XXXXX7254 Elizabeth jacques",investment,ROBINHOOD,organization,,,
72,txn_p9q8tp2ha9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-25.0,2024-11-06,"UFB Direct Transfer 241105 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
73,txn_p9q8tp2ha9aferpfv4007,acc_p9omm6a8b0lo22s7um000,50.0,2024-11-06,"ONLINE TRANSFER FROM CHAFFEE B BROKERAGE CASH XXXXXX6893 REF #IB0Q5SDCQ6 ON 11/06/24",general,"CHAFFEE B BROKERAGE",organization,,,
74,txn_p9q8tp2ha9aferpfv4008,acc_p9omm6a8b0lo22s7um000,-200.0,2024-11-05,"ZELLE TO CHAFFEE CAPITAL ONE BRAYDEN ON 11/05 REF #RP0Y72SVLW",Unknown,Unknown,Unknown,,,
75,txn_p9q8tp2ha9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-32.5,2024-11-04,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
76,txn_p9q8tp2ha9aferpfv400a,acc_p9omm6a8b0lo22s7um000,250.0,2024-11-01,"FRESENIUS MEDICA DIR DEP 241101 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
77,txn_p9q8tp2ha9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-200.0,2024-10-29,"DISCOVER E-PAYMENT 241029 6981 CHAFFEE BRAYDEN",service,DISCOVER,organization,,,
78,txn_p9q8tp2ha9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-25.0,2024-10-23,"UFB Direct Transfer 241022 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
79,txn_p9q8tp2ha9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-32.5,2024-10-21,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
80,txn_p9q8tp2ha9aferpfv400e,acc_p9omm6a8b0lo22s7um000,10.0,2024-10-21,"ZELLE FROM ELIZABETH JACQUES ON 10/19 REF # COF63VK7GJ67",general,"ZELLE FROM ELIZABETH JACQUES",organization,,,
81,txn_p9q8tp2ha9aferpfv400f,acc_p9omm6a8b0lo22s7um000,250.0,2024-10-18,"FRESENIUS MEDICA DIR DEP 241018 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
82,txn_p9q8tp2ha9aferpfv400g,acc_p9omm6a8b0lo22s7um000,-17.49,2024-10-16,"CARDMEMBER SERV WEB PYMT 241015 ***********7372 CHAFFEE,BRAYDEN A 75",general,"CHAFFEE BRAYDEN",organization,,,
83,txn_p9q8tp2ha9aferpfv400h,acc_p9omm6a8b0lo22s7um000,-200.0,2024-10-15,"WF Credit Card AUTO PAY 241013 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
84,txn_p9q8tp2ha9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-200.0,2024-10-15,"DISCOVER E-PAYMENT 241013 6981 CHAFFEE BRAYDEN",service,DISCOVER,organization,,,
85,txn_p9q8tp2ha9aferpfv400j,acc_p9omm6a8b0lo22s7um000,-131.64,2024-10-15,"DEPT EDUCATION STUDENT LN 241011 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
86,txn_p9q8tp2hq9aferpfv4000,acc_p9omm6a8b0lo22s7um000,15.0,2024-10-15,"ZELLE FROM ELIZABETH JACQUES ON 10/14 REF # COF66KPSYO52",general,"ZELLE FROM",organization,,,
87,txn_p9q8tp2hq9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-25.0,2024-10-09,"UFB Direct Transfer 241008 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
88,txn_p9q8tp2hq9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-32.5,2024-10-07,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
89,txn_p9q8tp2hq9aferpfv4003,acc_p9omm6a8b0lo22s7um000,250.0,2024-10-04,"FRESENIUS MEDICA DIR DEP 241004 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
90,txn_p9q8tp2hq9aferpfv4004,acc_p9omm6a8b0lo22s7um000,500.0,2024-10-02,"ZELLE FROM ELIZABETH JACQUES ON 10/02 REF # COFTW9OUHD77",general,"ZELLE FROM",organization,,,
91,txn_p9q8tp2hq9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-25.0,2024-09-25,"UFB Direct Transfer 240924 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
92,txn_p9q8tp2hq9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-32.5,2024-09-23,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
93,txn_p9q8tp2hq9aferpfv4007,acc_p9omm6a8b0lo22s7um000,30.0,2024-09-23,"ZELLE FROM ELIZABETH JACQUES ON 09/21 REF # COFN466GAMUM",general,"ZELLE FROM",organization,,,
94,txn_p9q8tp2hq9aferpfv4008,acc_p9omm6a8b0lo22s7um000,250.0,2024-09-20,"FRESENIUS MEDICA DIR DEP 240920 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
95,txn_p9q8tp2hq9aferpfv4009,acc_p9omm6a8b0lo22s7um000,100.0,2024-09-19,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
96,txn_p9q8tp2hq9aferpfv400a,acc_p9omm6a8b0lo22s7um000,-50.0,2024-09-17,"ROBINHOOD DEBITS XXXXX7254 Elizabeth jacques",investment,ROBINHOOD,organization,,,
97,txn_p9q8tp2hq9aferpfv400b,acc_p9omm6a8b0lo22s7um000,-42.0,2024-09-17,"ROBINHOOD DEBITS XXXXX7254 Elizabeth jacques",investment,ROBINHOOD,organization,,,
98,txn_p9q8tp2hq9aferpfv400c,acc_p9omm6a8b0lo22s7um000,-45.0,2024-09-17,"ZELLE TO CAPITAL ONE BRAYDEN ON 09/17 REF #RP0Y2X75DM",Unknown,Unknown,Unknown,,,
99,txn_p9q8tp2hq9aferpfv400d,acc_p9omm6a8b0lo22s7um000,-70.0,2024-09-17,"ZELLE TO CAPITAL ONE BRAYDEN ON 09/17 REF #RP0Y2X4P8F",Unknown,Unknown,Unknown,,,
100,txn_p9q8tp2hq9aferpfv400e,acc_p9omm6a8b0lo22s7um000,-70.0,2024-09-17,"ZELLE TO CAPITAL ONE BRAYDEN ON 09/17 REF #RP0Y2X4N8C",Unknown,Unknown,Unknown,,,
101,txn_p9q8tp2hq9aferpfv400f,acc_p9omm6a8b0lo22s7um000,20.0,2024-09-17,"ONLINE TRANSFER FROM CHAFFEE B BROKERAGE CASH XXXXXX6893 REF #IB0PL7KSMV ON 09/17/24",general,"CHAFFEE B BROKERAGE",organization,,,
102,txn_p9q8tp2hq9aferpfv400g,acc_p9omm6a8b0lo22s7um000,95.0,2024-09-17,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
103,txn_p9q8tp2hq9aferpfv400h,acc_p9omm6a8b0lo22s7um000,-200.0,2024-09-12,"WF Credit Card AUTO PAY 240912 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
104,txn_p9q8tp2hq9aferpfv400i,acc_p9omm6a8b0lo22s7um000,-131.64,2024-09-12,"DEPT EDUCATION STUDENT LN 240911 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
105,txn_p9q8tp2hq9aferpfv400j,acc_p9omm6a8b0lo22s7um000,-25.0,2024-09-11,"UFB Direct Transfer 240910 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
106,txn_p9q8tp2hq9aferpfv400k,acc_p9omm6a8b0lo22s7um000,-32.5,2024-09-09,"MSPBNA BANK TRANSFER 000002029496805 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
107,txn_p9q8tp2hq9aferpfv400l,acc_p9omm6a8b0lo22s7um000,-150.0,2024-09-09,"ZELLE TO CAPITAL ONE BRAYDEN ON 09/07 REF #RP0Y287LCL",Unknown,Unknown,Unknown,,,
108,txn_p9q8tp2hq9aferpfv400m,acc_p9omm6a8b0lo22s7um000,250.0,2024-09-06,"FRESENIUS MEDICA DIR DEP 240906 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
109,txn_p9q8tp2hq9aferpfv400n,acc_p9omm6a8b0lo22s7um000,50.0,2024-09-04,"ROBINHOOD CREDITS XXXXX7254 Elizabeth jacques",investment,ROBINHOOD,organization,,,
110,txn_p9q8tp2ia9aferpfv4000,acc_p9omm6a8b0lo22s7um000,30.0,2024-08-29,"ZELLE FROM KATHLEEN JACQUES ON 08/29 REF # BBT253774837 BETH INSPECTION",general,"ZELLE FROM",organization,,,
111,txn_p9q8tp2ia9aferpfv4001,acc_p9omm6a8b0lo22s7um000,-25.0,2024-08-28,"UFB Direct Transfer 240827 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
112,txn_p9q8tp2ia9aferpfv4002,acc_p9omm6a8b0lo22s7um000,-32.5,2024-08-26,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
113,txn_p9q8tp2ia9aferpfv4003,acc_p9omm6a8b0lo22s7um000,250.0,2024-08-23,"FRESENIUS MEDICA DIR DEP 240823 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
114,txn_p9q8tp2ia9aferpfv4004,acc_p9omm6a8b0lo22s7um000,-25.0,2024-08-14,"UFB Direct Transfer 240813 BRAYDEN CHAFFEE BRAYDEN CHAFFEE",Unknown,Unknown,Unknown,,,
115,txn_p9q8tp2ia9aferpfv4005,acc_p9omm6a8b0lo22s7um000,-200.0,2024-08-12,"WF Credit Card AUTO PAY 240812 90496436444537 CHAFFEE,BRAYDEN A",general,"CHAFFEE BRAYDEN",organization,,,
116,txn_p9q8tp2ia9aferpfv4006,acc_p9omm6a8b0lo22s7um000,-131.64,2024-08-12,"DEPT EDUCATION STUDENT LN 240809 0000 CHAFFEE",general,"DEPT EDUCATION STUDENT",organization,,,
117,txn_p9q8tp2ia9aferpfv4007,acc_p9omm6a8b0lo22s7um000,-32.5,2024-08-12,"MSPBNA BANK TRANSFER 000002033158755 CHAFFEE,BRAYDEN",general,"MSPBNA BANK",organization,,,
118,txn_p9q8tp2ia9aferpfv4008,acc_p9omm6a8b0lo22s7um000,250.0,2024-08-09,"FRESENIUS MEDICA DIR DEP 240809 4534811 BRAYDEN CHAFFEE",general,"FRESENIUS MEDICA",organization,,,
119,txn_p9q8tp2ia9aferpfv4009,acc_p9omm6a8b0lo22s7um000,-250.0,2024-08-07,"ZELLE TO CAPITAL ONE BRAYDEN ON 08/07 REF #RP0XY9SSW4",Unknown,Unknown,Unknown,,,
