id,transaction_id,account_id,amount,date,description,category,merchant_name,merchant_typ,user_modified,user_modified_fields,date_temp
58,99add2fc8c,aa403aab34,-25.0,2024-12-04,Redacted,Unknown,Redacted,Unknown,,,
59,9a69d9619d,aa403aab34,-32.5,2024-12-02,Redacted,general,Redacted,organization,,,
60,523f706ce4,aa403aab34,50.0,2024-12-02,Redacted,general,Redacted,organization,,,
61,8a81cbfe49,aa403aab34,250.0,2024-11-29,Redacted,general,Redacted,organization,,,
62,35e1d919f8,aa403aab34,30.0,2024-11-25,Redacted,service,Redacted,organization,,,
63,625da066a1,aa403aab34,23.0,2024-11-25,Redacted,general,Redacted,organization,,,
64,4b0249a361,aa403aab34,-25.0,2024-11-20,Redacted,Unknown,Redacted,Unknown,,,
65,5688da2ded,aa403aab34,-32.5,2024-11-18,Redacted,general,Redacted,organization,,,
66,dfa9681b17,aa403aab34,250.0,2024-11-15,Redacted,general,Redacted,organization,,,
67,0dedbc8745,aa403aab34,-131.64,2024-11-13,Redacted,general,Redacted,organization,,,
68,74bf28ff77,aa403aab34,-200.0,2024-11-12,Redacted,Unknown,Redacted,Unknown,,,
69,25a8c22dbe,aa403aab34,-50.0,2024-11-07,Redacted,general,Redacted,organization,,,
70,222bf79af3,aa403aab34,-10.71,2024-11-07,Redacted,dining,Redacted,organization,,,
71,0ad64f231e,aa403aab34,60.0,2024-11-07,Redacted,investment,Redacted,organization,,,
72,e237547105,aa403aab34,-25.0,2024-11-06,Redacted,Unknown,Redacted,Unknown,,,
73,1bd32fafcd,aa403aab34,50.0,2024-11-06,Redacted,general,Redacted,organization,,,
74,8055b8bb73,aa403aab34,-200.0,2024-11-05,Redacted,Unknown,Redacted,Unknown,,,
75,fb4d99aeab,aa403aab34,-32.5,2024-11-04,Redacted,general,Redacted,organization,,,
76,a310f81745,aa403aab34,250.0,2024-11-01,Redacted,general,Redacted,organization,,,
77,4c3468db95,aa403aab34,-200.0,2024-10-29,Redacted,service,Redacted,organization,,,
78,cf794288c4,aa403aab34,-25.0,2024-10-23,Redacted,Unknown,Redacted,Unknown,,,
79,0c5165a7b5,aa403aab34,-32.5,2024-10-21,Redacted,general,Redacted,organization,,,
80,a904bb801a,aa403aab34,10.0,2024-10-21,Redacted,general,Redacted,organization,,,
81,1a9a55fbf3,aa403aab34,250.0,2024-10-18,Redacted,general,Redacted,organization,,,
82,25d12010ce,aa403aab34,-17.49,2024-10-16,Redacted,general,Redacted,organization,,,
83,3681a03fe1,aa403aab34,-200.0,2024-10-15,Redacted,general,Redacted,organization,,,
84,0fd36039a3,aa403aab34,-200.0,2024-10-15,Redacted,service,Redacted,organization,,,
85,a7aec1bc79,aa403aab34,-131.64,2024-10-15,Redacted,general,Redacted,organization,,,
86,8f20d92137,aa403aab34,15.0,2024-10-15,Redacted,general,Redacted,organization,,,
87,f9d06f4ac7,aa403aab34,-25.0,2024-10-09,Redacted,Unknown,Redacted,Unknown,,,
88,6a03f5a815,aa403aab34,-32.5,2024-10-07,Redacted,general,Redacted,organization,,,
89,b76c79c2af,aa403aab34,250.0,2024-10-04,Redacted,general,Redacted,organization,,,
90,9c52bf2576,aa403aab34,500.0,2024-10-02,Redacted,general,Redacted,organization,,,
91,d2a7ff4722,aa403aab34,-25.0,2024-09-25,Redacted,Unknown,Redacted,Unknown,,,
92,6e39ff88e5,aa403aab34,-32.5,2024-09-23,Redacted,general,Redacted,organization,,,
93,14035af5b2,aa403aab34,30.0,2024-09-23,Redacted,general,Redacted,organization,,,
94,73cc47955e,aa403aab34,250.0,2024-09-20,Redacted,general,Redacted,organization,,,
95,2324fc4959,aa403aab34,100.0,2024-09-19,Redacted,general,Redacted,organization,,,
96,45f96f80ca,aa403aab34,-50.0,2024-09-17,Redacted,investment,Redacted,organization,,,
97,e0bf87b91d,aa403aab34,-42.0,2024-09-17,Redacted,investment,Redacted,organization,,,
98,10851e4ad9,aa403aab34,-45.0,2024-09-17,Redacted,Unknown,Redacted,Unknown,,,
99,9263b3d7ae,aa403aab34,-70.0,2024-09-17,Redacted,Unknown,Redacted,Unknown,,,
100,fe54e7311a,aa403aab34,-70.0,2024-09-17,Redacted,Unknown,Redacted,Unknown,,,
101,f60b27f15c,aa403aab34,20.0,2024-09-17,Redacted,general,Redacted,organization,,,
102,6e08d10d44,aa403aab34,95.0,2024-09-17,Redacted,general,Redacted,organization,,,
103,f2d87b6175,aa403aab34,-200.0,2024-09-12,Redacted,general,Redacted,organization,,,
104,e91a7e58d6,aa403aab34,-131.64,2024-09-12,Redacted,general,Redacted,organization,,,
105,4d6b9d93f5,aa403aab34,-25.0,2024-09-11,Redacted,Unknown,Redacted,Unknown,,,
106,a4183a9993,aa403aab34,-32.5,2024-09-09,Redacted,general,Redacted,organization,,,
107,3b182c3549,aa403aab34,-150.0,2024-09-09,Redacted,Unknown,Redacted,Unknown,,,
108,f7a12425ba,aa403aab34,250.0,2024-09-06,Redacted,general,Redacted,organization,,,
109,1577467cea,aa403aab34,50.0,2024-09-04,Redacted,investment,Redacted,organization,,,
110,8772c692a0,aa403aab34,30.0,2024-08-29,Redacted,general,Redacted,organization,,,
111,d798fa3c0d,aa403aab34,-25.0,2024-08-28,Redacted,Unknown,Redacted,Unknown,,,
112,3989053e7c,aa403aab34,-32.5,2024-08-26,Redacted,general,Redacted,organization,,,
113,913a30c948,aa403aab34,250.0,2024-08-23,Redacted,general,Redacted,organization,,,
114,523baa4c28,aa403aab34,-25.0,2024-08-14,Redacted,Unknown,Redacted,Unknown,,,
115,0ffccd19af,aa403aab34,-200.0,2024-08-12,Redacted,general,Redacted,organization,,,
116,0b07b30de2,aa403aab34,-131.64,2024-08-12,Redacted,general,Redacted,organization,,,
117,837cbf1782,aa403aab34,-32.5,2024-08-12,Redacted,general,Redacted,organization,,,
118,17cbd5ff5e,aa403aab34,250.0,2024-08-09,Redacted,general,Redacted,organization,,,
119,0729910b63,aa403aab34,-250.0,2024-08-07,Redacted,Unknown,Redacted,Unknown,,,
120,2312450ac9,aa403aab34,-10.0,2024-08-01,Redacted,general,Redacted,organization,,,
121,5e72860028,aa403aab34,-25.0,2024-07-31,Redacted,Unknown,Redacted,Unknown,,,
122,36a0a7a20d,aa403aab34,-32.5,2024-07-29,Redacted,general,Redacted,organization,,,
123,5c07258ce3,aa403aab34,150.0,2024-07-29,Redacted,general,Redacted,organization,,,
124,b3f30c9b6e,aa403aab34,250.0,2024-07-26,Redacted,general,Redacted,organization,,,
125,bbb5f8fc9c,aa403aab34,90.0,2024-07-24,Redacted,general,Redacted,organization,,,
126,4640b29f28,aa403aab34,55.0,2024-07-23,Redacted,general,Redacted,organization,,,
127,a172c64358,aa403aab34,-90.0,2024-07-22,Redacted,Unknown,Redacted,Unknown,,,
128,ba764a0bf9,aa403aab34,-55.0,2024-07-19,Redacted,Unknown,Redacted,Unknown,,,
129,fe9e34ff28,aa403aab34,-25.0,2024-07-17,Redacted,Unknown,Redacted,Unknown,,,
130,367ae90f72,aa403aab34,-32.5,2024-07-15,Redacted,general,Redacted,organization,,,
131,3e61987fc0,aa403aab34,-100.0,2024-07-15,Redacted,Unknown,Redacted,Unknown,,,
132,a8eb5bdcd4,aa403aab34,-200.0,2024-07-12,Redacted,general,Redacted,organization,,,
133,52544d335f,aa403aab34,-131.64,2024-07-12,Redacted,general,Redacted,organization,,,
134,b13e749a71,aa403aab34,250.0,2024-07-12,Redacted,general,Redacted,organization,,,
135,f768c3fdba,aa403aab34,-100.0,2024-07-05,Redacted,Unknown,Redacted,Unknown,,,
136,ccd49f1767,aa403aab34,-25.0,2024-07-03,Redacted,Unknown,Redacted,Unknown,,,
137,6a51c47a6e,aa403aab34,-32.5,2024-07-01,Redacted,general,Redacted,organization,,,
138,c870fcd5b0,aa403aab34,100.0,2024-07-01,Redacted,general,Redacted,organization,,,
139,cd08734d02,aa403aab34,250.0,2024-06-28,Redacted,general,Redacted,organization,,,
140,4f97e19af3,aa403aab34,100.0,2024-06-25,Redacted,general,Redacted,organization,,,
141,57cc1ddc5c,aa403aab34,-75.0,2024-06-24,Redacted,Unknown,Redacted,Unknown,,,
142,487c5a2d88,aa403aab34,-50.0,2024-06-24,Redacted,Unknown,Redacted,Unknown,,,
143,743293503c,aa403aab34,-25.0,2024-06-20,Redacted,Unknown,Redacted,Unknown,,,
144,76cc9a05f4,aa403aab34,-32.5,2024-06-17,Redacted,general,Redacted,organization,,,
145,f26468f40d,aa403aab34,250.0,2024-06-14,Redacted,general,Redacted,organization,,,
146,d85075619f,aa403aab34,-200.0,2024-06-12,Redacted,Unknown,Redacted,Unknown,,,
147,7cfa0150c5,aa403aab34,-131.64,2024-06-12,Redacted,general,Redacted,organization,,,
148,218f0b2130,aa403aab34,-150.0,2024-06-10,Redacted,service,Redacted,organization,,,
149,279c5b7b6f,aa403aab34,-25.0,2024-06-05,Redacted,Unknown,Redacted,Unknown,,,
150,21e6be3513,aa403aab34,-32.5,2024-06-03,Redacted,general,Redacted,organization,,,
151,e3efff2d00,aa403aab34,250.0,2024-05-31,Redacted,general,Redacted,organization,,,
152,580c4a2fae,aa403aab34,-25.0,2024-05-22,Redacted,Unknown,Redacted,Unknown,,,
153,b9120ba976,aa403aab34,-150.0,2024-05-22,Redacted,Unknown,Redacted,Unknown,,,
154,a386e3cdd0,aa403aab34,-32.5,2024-05-20,Redacted,general,Redacted,organization,,,
155,fae38a5092,aa403aab34,250.0,2024-05-17,Redacted,general,Redacted,organization,,,
156,4bac8450cf,aa403aab34,-200.0,2024-05-13,Redacted,general,Redacted,organization,,,
157,f79cf46315,aa403aab34,-32.5,2024-05-06,Redacted,general,Redacted,organization,,,
158,d67e222ddb,aa403aab34,250.0,2024-05-03,Redacted,general,Redacted,organization,,,
159,0e737bde6d,aa403aab34,-32.5,2024-04-22,Redacted,general,Redacted,organization,,,
160,616134b5ee,aa403aab34,250.0,2024-04-19,Redacted,general,Redacted,organization,,,
161,691e9a7fbb,aa403aab34,-2000.0,2024-04-15,Redacted,general,Redacted,person,,,
162,2620cbc1e8,aa403aab34,-200.0,2024-04-12,Redacted,general,Redacted,organization,,,
163,6f1b6e72a9,aa403aab34,2000.0,2024-04-11,Redacted,general,Redacted,organization,,,
164,75672f859e,aa403aab34,-230.0,2024-04-08,Redacted,general,Redacted,organization,,,
165,60d1f0abe5,aa403aab34,-32.5,2024-04-08,Redacted,general,Redacted,organization,,,
166,2624b500f4,aa403aab34,-2938.0,2024-04-05,Redacted,general,Redacted,organization,,,
167,9f1365b725,aa403aab34,250.0,2024-04-05,Redacted,general,Redacted,organization,,,
168,168e6c62d1,aa403aab34,722.43,2024-04-03,Redacted,insurance,Redacted,organization,,,
169,3c7dd6b6a3,aa403aab34,-1291.91,2024-03-29,Redacted,Unknown,Redacted,Unknown,,,
170,7054c8b507,aa403aab34,1291.91,2024-03-29,Redacted,insurance,Redacted,organization,,,
171,b01bf7613c,aa403aab34,2000.0,2024-03-26,Redacted,general,Redacted,organization,,,
172,9c75091343,aa403aab34,-32.5,2024-03-25,Redacted,general,Redacted,organization,,,
173,3470500a63,aa403aab34,250.0,2024-03-22,Redacted,general,Redacted,organization,,,
174,9f729302f0,aa403aab34,-200.0,2024-03-12,Redacted,Unknown,Redacted,Unknown,,,
175,40e8e33a9c,aa403aab34,-31.0,2024-03-12,Redacted,shopping,Redacted,organization,,,
176,a517bbf059,aa403aab34,31.0,2024-03-11,Redacted,general,Redacted,organization,,,
177,ca876464f5,aa403aab34,-230.0,2024-03-08,Redacted,general,Redacted,organization,,,
178,3bc2be8193,aa403aab34,250.0,2024-03-08,Redacted,general,Redacted,organization,,,
179,fb79389632,aa403aab34,-50.0,2024-03-05,Redacted,Unknown,Redacted,Unknown,,,
180,e41487016d,aa403aab34,-30.0,2024-03-05,Redacted,Unknown,Redacted,Unknown,,,
181,d90c247deb,aa403aab34,-200.0,2024-03-04,Redacted,Unknown,Redacted,Unknown,,,
182,260c13add5,aa403aab34,-32.5,2024-02-26,Redacted,general,Redacted,organization,,,
183,265b576777,aa403aab34,-18.01,2024-02-26,Redacted,dining,Redacted,organization,,,
184,0b37a6d818,aa403aab34,59.0,2024-02-26,Redacted,general,Redacted,organization,,,
185,1c03f4b96f,aa403aab34,250.0,2024-02-23,Redacted,general,Redacted,organization,,,
186,2970920760,aa403aab34,-200.0,2024-02-12,Redacted,Unknown,Redacted,Unknown,,,
187,feb2dd157c,aa403aab34,-32.5,2024-02-12,Redacted,general,Redacted,organization,,,
188,dccfe98171,aa403aab34,250.0,2024-02-09,Redacted,general,Redacted,organization,,,
189,ef9e24a9a7,aa403aab34,-230.0,2024-02-08,Redacted,general,Redacted,organization,,,
190,789ae23866,aa403aab34,160.0,2024-02-08,Redacted,general,Redacted,organization,,,
191,b4491123e1,aa403aab34,-32.5,2024-01-29,Redacted,general,Redacted,organization,,,
192,b0d33b4b94,aa403aab34,250.0,2024-01-26,Redacted,general,Redacted,organization,,,
193,c69f897055,aa403aab34,-32.5,2024-01-16,Redacted,general,Redacted,organization,,,
194,8d61fb2b6a,aa403aab34,40.0,2024-01-16,Redacted,general,Redacted,organization,,,
195,3165f2430c,aa403aab34,-200.0,2024-01-12,Redacted,Unknown,Redacted,Unknown,,,
196,75fc8e1aa6,aa403aab34,250.0,2024-01-12,Redacted,general,Redacted,organization,,,
197,0e7abf1afc,aa403aab34,-230.0,2024-01-08,Redacted,general,Redacted,organization,,,
198,01d3bc3e20,aa403aab34,-32.5,2024-01-02,Redacted,general,Redacted,organization,,,
199,79da33d4d2,aa403aab34,250.0,2023-12-29,Redacted,general,Redacted,organization,,,
200,faa228a14f,aa403aab34,-15.29,2023-12-19,Redacted,Unknown,Redacted,Unknown,,,
201,cb0797fb45,aa403aab34,-32.5,2023-12-18,Redacted,general,Redacted,organization,,,
202,37a9994093,aa403aab34,250.0,2023-12-15,Redacted,general,Redacted,organization,,,
203,4bf5fa3250,aa403aab34,-200.0,2023-12-12,Redacted,general,Redacted,organization,,,
204,63cd62426e,aa403aab34,-230.0,2023-12-08,Redacted,general,Redacted,organization,,,
205,57679fb99f,aa403aab34,-235.0,2023-12-04,Redacted,general,Redacted,organization,,,
206,354b5e765c,aa403aab34,-32.5,2023-12-04,Redacted,general,Redacted,organization,,,
207,2ce2ebe1b6,aa403aab34,250.0,2023-12-01,Redacted,general,Redacted,organization,,,
208,9177576552,aa403aab34,235.0,2023-12-01,Redacted,general,Redacted,organization,,,
209,4fc6d77329,aa403aab34,-271.42,2023-11-21,Redacted,Unknown,Redacted,Unknown,,,
210,60f35daac7,aa403aab34,-32.5,2023-11-20,Redacted,general,Redacted,organization,,,
211,7ef0c94e84,aa403aab34,-69.69,2023-11-17,Redacted,general,Redacted,organization,,,
212,321b15310e,aa403aab34,240.0,2023-11-17,Redacted,general,Redacted,organization,,,
213,828768d2a3,aa403aab34,250.0,2023-11-17,Redacted,general,Redacted,organization,,,
214,f985009bc7,aa403aab34,-60.0,2023-11-14,Redacted,Unknown,Redacted,Unknown,,,
215,34c81332d0,aa403aab34,26.0,2023-11-14,Redacted,service,Redacted,organization,,,
216,78256f1032,aa403aab34,-2.39,2023-11-13,Redacted,service,Redacted,organization,,,
217,03647a3d07,aa403aab34,-230.0,2023-11-08,Redacted,general,Redacted,organization,,,
218,a283217f7c,aa403aab34,-50.0,2023-11-06,Redacted,general,Redacted,organization,,,
219,0315de5ec3,aa403aab34,-200.0,2023-11-06,Redacted,service,Redacted,organization,,,
220,ee1d33b648,aa403aab34,-478.12,2023-11-06,Redacted,Unknown,Redacted,Unknown,,,
221,e67489e76a,aa403aab34,50.0,2023-11-06,Redacted,general,Redacted,organization,,,
222,0426b003b4,aa403aab34,185.0,2023-11-06,Redacted,general,Redacted,organization,,,
223,2c14cc5675,aa403aab34,250.0,2023-11-03,Redacted,general,Redacted,organization,,,
224,ca9453563b,aa403aab34,286.12,2023-10-24,Redacted,Unknown,Redacted,Unknown,,,
225,3a335d007d,aa403aab34,-50.0,2023-10-23,Redacted,general,Redacted,organization,,,
226,a808ae7f47,aa403aab34,250.0,2023-10-20,Redacted,general,Redacted,organization,,,
227,3625deaf4d,aa403aab34,15.0,2023-10-16,Redacted,general,Redacted,organization,,,
228,b98682fc15,aa403aab34,100.0,2023-10-16,Redacted,general,Redacted,organization,,,
229,833c29010b,aa403aab34,250.0,2023-10-11,Redacted,general,Redacted,organization,,,
230,750f60a31d,aa403aab34,-230.0,2023-10-10,Redacted,general,Redacted,organization,,,
231,84b60264d5,aa403aab34,-50.0,2023-10-10,Redacted,general,Redacted,organization,,,
232,053ef22cf0,aa403aab34,-600.0,2023-10-10,Redacted,Unknown,Redacted,Unknown,,,
233,1caa0a20c2,aa403aab34,25.0,2023-10-10,Redacted,general,Redacted,organization,,,
234,1057f1e0f0,aa403aab34,300.0,2023-10-10,Redacted,general,Redacted,organization,,,
235,8f6927c5e6,aa403aab34,250.0,2023-10-06,Redacted,general,Redacted,organization,,,
236,42cd15a99b,aa403aab34,-750.0,2023-09-29,Redacted,Unknown,Redacted,Unknown,,,
237,6ade11cda3,aa403aab34,697.0,2023-09-28,Redacted,general,Redacted,organization,,,
238,01d17b7088,aa403aab34,-50.0,2023-09-25,Redacted,general,Redacted,organization,,,
239,de1c71d467,aa403aab34,-60.0,2023-09-25,Redacted,Unknown,Redacted,Unknown,,,
240,6d78285511,aa403aab34,250.0,2023-09-22,Redacted,general,Redacted,organization,,,
241,b4f08d7412,aa403aab34,-40.0,2023-09-15,Redacted,Unknown,Redacted,Unknown,,,
242,44c6d2f1e4,aa403aab34,-200.0,2023-09-13,Redacted,Unknown,Redacted,Unknown,,,
243,b2ac1348f7,aa403aab34,-50.0,2023-09-11,Redacted,general,Redacted,organization,,,
244,daaf545ed1,aa403aab34,250.0,2023-09-08,Redacted,general,Redacted,organization,,,
245,dee9d2f067,aa403aab34,-300.0,2023-09-05,Redacted,Unknown,Redacted,Unknown,,,
246,8d2ae7afbd,aa403aab34,250.0,2023-09-05,Redacted,general,Redacted,organization,,,
247,69f24af1f5,aa403aab34,-650.0,2023-08-29,Redacted,Unknown,Redacted,Unknown,,,
248,ce8bbc69f4,aa403aab34,-50.0,2023-08-28,Redacted,general,Redacted,organization,,,
249,544c478f4b,aa403aab34,100.0,2023-08-28,Redacted,service,Redacted,organization,,,
250,dd8e7005eb,aa403aab34,250.0,2023-08-25,Redacted,general,Redacted,organization,,,
251,fef25b55ce,aa403aab34,-50.0,2023-08-14,Redacted,general,Redacted,organization,,,
252,efd04afd02,aa403aab34,-67.0,2023-08-14,Redacted,Unknown,Redacted,Unknown,,,
253,4209cc8cac,aa403aab34,250.0,2023-08-11,Redacted,general,Redacted,organization,,,
254,cc11fab048,aa403aab34,17.0,2023-08-03,Redacted,Unknown,Redacted,Unknown,,,
255,7baf6e62b3,aa403aab34,-365.0,2023-08-01,Redacted,Unknown,Redacted,Unknown,,,
256,de5c524e7a,aa403aab34,-50.0,2023-07-31,Redacted,general,Redacted,organization,,,
257,bbd352f704,aa403aab34,150.0,2023-07-31,Redacted,general,Redacted,organization,,,
258,2708e00b5e,aa403aab34,250.0,2023-07-28,Redacted,general,Redacted,organization,,,
259,2c9e125ae5,aa403aab34,40.0,2023-07-24,Redacted,service,Redacted,organization,,,
260,46cf6b5c99,aa403aab34,-50.0,2023-07-17,Redacted,general,Redacted,organization,,,
261,9fa5f7820d,aa403aab34,250.0,2023-07-17,Redacted,general,Redacted,organization,,,
262,52d6120a1e,aa403aab34,250.0,2023-07-14,Redacted,general,Redacted,organization,,,
263,a9a071db40,aa403aab34,-225.0,2023-07-13,Redacted,Unknown,Redacted,Unknown,,,
264,778d1f1d42,aa403aab34,-60.0,2023-07-11,Redacted,Unknown,Redacted,Unknown,,,
265,8b90f6d861,aa403aab34,60.0,2023-07-11,Redacted,service,Redacted,organization,,,
266,3ae7e66be9,aa403aab34,-80.0,2023-07-06,Redacted,Unknown,Redacted,Unknown,,,
267,ba8c8385f0,aa403aab34,80.0,2023-07-05,Redacted,service,Redacted,organization,,,
268,6caeb125aa,aa403aab34,-250.0,2023-06-30,Redacted,Unknown,Redacted,Unknown,,,
269,c411f8fe45,aa403aab34,250.0,2023-06-30,Redacted,general,Redacted,organization,,,
270,0a2e9eb162,aa403aab34,-1892.0,2023-06-21,Redacted,service,Redacted,organization,,,
271,7fe59aa2bd,aa403aab34,1885.0,2023-06-21,Redacted,general,Redacted,organization,,,
272,1952b08af0,aa403aab34,-170.0,2023-06-20,Redacted,Unknown,Redacted,Unknown,,,
273,c709b2622d,aa403aab34,165.0,2023-06-20,Redacted,general,Redacted,organization,,,
274,998cc6caad,aa403aab34,12.0,2023-06-16,Redacted,general,Redacted,organization,,,
275,1802c231c6,aa403aab34,250.0,2023-06-16,Redacted,general,Redacted,organization,,,
276,609009e596,aa403aab34,-309.58,2023-06-15,Redacted,Unknown,Redacted,Unknown,,,
277,2be57e29e7,aa403aab34,-735.75,2023-06-08,Redacted,Unknown,Redacted,Unknown,,,
278,9bf0e6cfc6,aa403aab34,-888.67,2023-06-08,Redacted,Unknown,Redacted,Unknown,,,
279,778d076462,aa403aab34,1619.0,2023-06-07,Redacted,general,Redacted,organization,,,
280,45840fb275,aa403aab34,65.0,2023-06-06,Redacted,general,Redacted,organization,,,
281,73b7514fd4,aa403aab34,500.0,2023-05-31,Redacted,general,Redacted,organization,,,
282,ea8bc2152f,aa403aab34,-485.48,2023-05-30,Redacted,Unknown,Redacted,Unknown,,,
283,0f12bd436c,aa403aab34,-60000.0,2023-05-26,Redacted,general,Redacted,organization,,,
284,ceed6ee72b,aa403aab34,-62876.0,2023-05-24,Redacted,general,Redacted,person,,,
285,ac47060c68,aa403aab34,-15.0,2023-05-24,Redacted,Unknown,Redacted,Unknown,,,
286,c7ccf464c5,aa403aab34,122876.48,2023-05-24,Redacted,general,Redacted,organization,,,
287,21844a1b62,aa403aab34,-667.0,2023-05-16,Redacted,Unknown,Redacted,Unknown,,,
288,e0d74d4116,aa403aab34,32.0,2023-05-16,Redacted,service,Redacted,organization,,,
289,d658b38e58,aa403aab34,135.0,2023-05-15,Redacted,general,Redacted,organization,,,
290,7c625d67c7,aa403aab34,500.0,2023-05-15,Redacted,general,Redacted,organization,,,
